condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,DIFF,RATIO,ABS ERROR,Avg.underest.(percentage)
6-Prediction-RF,ag,0.55,550 MS.,TRUE,0.61,0.06,1.11,0.11,-0.11
6-Prediction-RF,ag,0.55,550 MS.,FALSE,0.6,0.05,1.09,0.09,-0.09
6-Prediction-RF,ag,0.55,550 MS.,FALSE,0.67,0.12,1.22,0.22,-0.22
6-Prediction-RF,ag,0.55,550 MS.,TRUE,0.42,-0.13,0.76,-0.24,0.24
6-Prediction-RF,ag,0.55,550 MS.,FALSE,0.47,-0.08,0.86,-0.14,0.14
6-Prediction-RF,ag,0.55,550 MS.,TRUE,0.49,-0.06,0.89,-0.11,0.11
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.58,0.03,1.05,0.05,-0.05
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.65,0.1,1.18,0.18,-0.18
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.67,0.12,1.22,0.22,-0.22
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.68,0.13,1.24,0.24,-0.24
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.67,0.12,1.22,0.22,-0.22
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.66,0.11,1.21,0.21,-0.21
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.71,0.16,1.29,0.29,-0.29
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.61,0.06,1.11,0.11,-0.11
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.47,-0.08,0.86,-0.14,0.14
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.47,-0.08,0.86,-0.14,0.14
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.51,-0.04,0.93,-0.07,0.07
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.7,0.15,1.28,0.28,-0.28
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.48,-0.07,0.87,-0.13,0.13
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.5,-0.05,0.9,-0.1,0.1
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.51,-0.04,0.93,-0.07,0.07
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.44,-0.11,0.8,-0.2,0.2
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.55,0,1,0,0
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.62,0.07,1.12,0.12,-0.12
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.82,0.27,1.5,0.5,-0.5
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.86,0.31,1.57,0.57,-0.57
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.6,0.05,1.09,0.09,-0.09
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.61,0.06,1.11,0.11,-0.11
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.66,0.11,1.21,0.21,-0.21
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.65,0.1,1.18,0.18,-0.18
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.74,0.19,1.34,0.34,-0.34
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.84,0.29,1.53,0.53,-0.53
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.81,0.26,1.47,0.47,-0.47
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.84,0.29,1.53,0.53,-0.53
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.64,0.09,1.16,0.16,-0.16
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.71,0.16,1.29,0.29,-0.29
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.74,0.19,1.34,0.34,-0.34
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.54,-0.01,0.99,-0.01,0.01
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.64,0.09,1.16,0.16,-0.16
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.63,0.08,1.15,0.15,-0.15
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.7,0.15,1.27,0.27,-0.27
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.85,0.3,1.54,0.54,-0.54
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.82,0.27,1.48,0.48,-0.48
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.45,-0.1,0.81,-0.19,0.19
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.55,0,1,0,0
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.52,-0.03,0.95,-0.05,0.05
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.54,-0.01,0.97,-0.03,0.03
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.7,0.15,1.28,0.28,-0.28
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.75,0.2,1.37,0.37,-0.37
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.52,-0.03,0.95,-0.05,0.05
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.53,-0.02,0.96,-0.04,0.04
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.52,-0.03,0.95,-0.05,0.05
6-Prediction-RF,bs,0.55,550 MS.,FALSE,0.5,-0.05,0.9,-0.1,0.1
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.82,0.27,1.5,0.5,-0.5
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.7,0.15,1.27,0.27,-0.27
6-Prediction-RF,bs,0.55,550 MS.,TRUE,0.53,-0.02,0.96,-0.04,0.04
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.5,-0.05,0.92,-0.08,0.08
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.49,-0.06,0.89,-0.11,0.11
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.67,0.12,1.22,0.22,-0.22
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.5,-0.05,0.9,-0.1,0.1
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.6,0.05,1.09,0.09,-0.09
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.5,-0.05,0.9,-0.1,0.1
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.66,0.11,1.19,0.19,-0.19
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.74,0.19,1.34,0.34,-0.34
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.89,0.34,1.61,0.61,-0.61
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.95,0.4,1.73,0.73,-0.73
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.44,-0.11,0.8,-0.2,0.2
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.71,0.16,1.29,0.29,-0.29
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.39,-0.16,0.71,-0.29,0.29
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.75,0.2,1.37,0.37,-0.37
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.48,-0.07,0.87,-0.13,0.13
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.68,0.13,1.24,0.24,-0.24
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.74,0.19,1.35,0.35,-0.35
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.45,-0.1,0.81,-0.19,0.19
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.33,-0.22,0.6,-0.4,0.4
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.64,0.09,1.16,0.16,-0.16
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.74,0.19,1.34,0.34,-0.34
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.69,0.14,1.25,0.25,-0.25
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.9,0.35,1.64,0.64,-0.64
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.67,0.12,1.22,0.22,-0.22
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.64,0.09,1.16,0.16,-0.16
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.52,-0.03,0.95,-0.05,0.05
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.64,0.09,1.16,0.16,-0.16
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.55,0,1,0,0
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.57,0.02,1.03,0.03,-0.03
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.48,-0.07,0.87,-0.13,0.13
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.55,0,1,0,0
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.58,0.03,1.05,0.05,-0.05
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.87,0.32,1.59,0.59,-0.59
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.49,-0.06,0.89,-0.11,0.11
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.72,0.17,1.31,0.31,-0.31
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.82,0.27,1.48,0.48,-0.48
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.61,0.06,1.11,0.11,-0.11
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.96,0.41,1.75,0.75,-0.75
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.66,0.11,1.21,0.21,-0.21
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.66,0.11,1.19,0.19,-0.19
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.55,0,1,0,0
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.54,-0.01,0.99,-0.01,0.01
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.46,-0.09,0.83,-0.17,0.17
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.56,0.01,1.02,0.02,-0.02
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.68,0.13,1.24,0.24,-0.24
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.46,-0.09,0.84,-0.16,0.16
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.43,-0.12,0.79,-0.21,0.21
6-Prediction-RF,bt,0.55,550 MS.,FALSE,0.58,0.03,1.05,0.05,-0.05
6-Prediction-RF,bt,0.55,550 MS.,TRUE,0.71,0.16,1.29,0.29,-0.29
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.91,0.36,1.66,0.66,-0.66
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.38,-0.17,0.7,-0.3,0.3
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.49,-0.06,0.89,-0.11,0.11
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.83,0.28,1.51,0.51,-0.51
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.92,0.37,1.67,0.67,-0.67
6-Prediction-RF,dt,0.55,550 MS.,TRUE,1.14,0.59,2.08,1.08,-1.08
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.71,0.16,1.29,0.29,-0.29
6-Prediction-RF,dt,0.55,550 MS.,FALSE,1.25,0.7,2.27,1.27,-1.27
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.98,0.43,1.79,0.79,-0.79
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.96,0.41,1.75,0.75,-0.75
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.48,-0.07,0.87,-0.13,0.13
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.65,0.1,1.18,0.18,-0.18
6-Prediction-RF,dt,0.55,550 MS.,FALSE,1.06,0.51,1.92,0.92,-0.92
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.78,0.23,1.41,0.41,-0.41
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.89,0.34,1.61,0.61,-0.61
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.67,0.12,1.22,0.22,-0.22
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.61,0.06,1.11,0.11,-0.11
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.78,0.23,1.41,0.41,-0.41
6-Prediction-RF,dt,0.55,550 MS.,FALSE,1.06,0.51,1.92,0.92,-0.92
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.82,0.27,1.48,0.48,-0.48
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.48,-0.07,0.87,-0.13,0.13
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.78,0.23,1.43,0.43,-0.43
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.58,0.03,1.06,0.06,-0.06
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.7,0.15,1.27,0.27,-0.27
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.58,0.03,1.06,0.06,-0.06
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.3,-0.25,0.54,-0.46,0.46
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.58,0.03,1.06,0.06,-0.06
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.75,0.2,1.37,0.37,-0.37
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.88,0.33,1.6,0.6,-0.6
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.83,0.28,1.51,0.51,-0.51
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.78,0.23,1.43,0.43,-0.43
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.76,0.21,1.38,0.38,-0.38
6-Prediction-RF,dt,0.55,550 MS.,FALSE,1.1,0.55,2.01,1.01,-1.01
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.9,0.35,1.63,0.63,-0.63
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.46,-0.09,0.84,-0.16,0.16
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.76,0.21,1.38,0.38,-0.38
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.86,0.31,1.56,0.56,-0.56
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.78,0.23,1.43,0.43,-0.43
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.46,-0.09,0.84,-0.16,0.16
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.64,0.09,1.16,0.16,-0.16
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.57,0.02,1.03,0.03,-0.03
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.75,0.2,1.37,0.37,-0.37
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.74,0.19,1.35,0.35,-0.35
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.41,-0.14,0.74,-0.26,0.26
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.58,0.03,1.05,0.05,-0.05
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.39,-0.16,0.71,-0.29,0.29
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.77,0.22,1.4,0.4,-0.4
6-Prediction-RF,dt,0.55,550 MS.,FALSE,0.77,0.22,1.4,0.4,-0.4
6-Prediction-RF,dt,0.55,550 MS.,TRUE,0.38,-0.17,0.68,-0.32,0.32
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.56,0.01,1.02,0.02,-0.02
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.32,-0.23,0.58,-0.42,0.42
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.41,-0.14,0.74,-0.26,0.26
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.31,-0.24,0.57,-0.43,0.43
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.44,-0.11,0.8,-0.2,0.2
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.62,0.07,1.13,0.13,-0.13
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.48,-0.07,0.87,-0.13,0.13
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.5,-0.05,0.9,-0.1,0.1
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.39,-0.16,0.71,-0.29,0.29
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.42,-0.13,0.76,-0.24,0.24
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.54,-0.01,0.99,-0.01,0.01
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.42,-0.13,0.77,-0.23,0.23
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.43,-0.12,0.79,-0.21,0.21
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.36,-0.19,0.65,-0.35,0.35
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.4,-0.15,0.73,-0.27,0.27
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.33,-0.22,0.6,-0.4,0.4
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.4,-0.15,0.73,-0.27,0.27
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.36,-0.19,0.65,-0.35,0.35
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.37,-0.18,0.67,-0.33,0.33
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.34,-0.21,0.63,-0.37,0.37
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.38,-0.17,0.7,-0.3,0.3
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.35,-0.2,0.64,-0.36,0.36
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.34,-0.21,0.63,-0.37,0.37
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.31,-0.24,0.57,-0.43,0.43
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.4,-0.15,0.73,-0.27,0.27
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.34,-0.21,0.63,-0.37,0.37
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.41,-0.14,0.74,-0.26,0.26
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.42,-0.13,0.77,-0.23,0.23
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.5,-0.05,0.9,-0.1,0.1
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.56,0.01,1.02,0.02,-0.02
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.38,-0.17,0.68,-0.32,0.32
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.42,-0.13,0.76,-0.24,0.24
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.47,-0.08,0.86,-0.14,0.14
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.5,-0.05,0.9,-0.1,0.1
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.36,-0.19,0.65,-0.35,0.35
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.46,-0.09,0.84,-0.16,0.16
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.58,0.03,1.06,0.06,-0.06
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.55,0,1,0,0
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.46,-0.09,0.83,-0.17,0.17
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.58,0.03,1.06,0.06,-0.06
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.54,-0.01,0.99,-0.01,0.01
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.49,-0.06,0.89,-0.11,0.11
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.55,0,1,0,0
6-Prediction-RF,hc,0.55,550 MS.,TRUE,0.49,-0.06,0.89,-0.11,0.11
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.5,-0.05,0.92,-0.08,0.08
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.47,-0.08,0.86,-0.14,0.14
6-Prediction-RF,hc,0.55,550 MS.,FALSE,0.42,-0.13,0.77,-0.23,0.23
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.55,0,1,0,0
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.71,0.16,1.29,0.29,-0.29
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.47,-0.08,0.86,-0.14,0.14
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.56,0.01,1.02,0.02,-0.02
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.42,-0.13,0.77,-0.23,0.23
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.34,-0.21,0.61,-0.39,0.39
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.1,-0.45,0.19,-0.81,0.81
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.39,-0.16,0.71,-0.29,0.29
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.41,-0.14,0.74,-0.26,0.26
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.5,-0.05,0.9,-0.1,0.1
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.38,-0.17,0.68,-0.32,0.32
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.47,-0.08,0.86,-0.14,0.14
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.62,0.07,1.12,0.12,-0.12
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.44,-0.11,0.8,-0.2,0.2
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.48,-0.07,0.87,-0.13,0.13
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.58,0.03,1.05,0.05,-0.05
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.86,0.31,1.56,0.56,-0.56
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.52,-0.03,0.95,-0.05,0.05
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.34,-0.21,0.63,-0.37,0.37
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.39,-0.16,0.71,-0.29,0.29
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.36,-0.19,0.65,-0.35,0.35
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.42,-0.13,0.76,-0.24,0.24
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.46,-0.09,0.83,-0.17,0.17
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.43,-0.12,0.79,-0.21,0.21
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.46,-0.09,0.83,-0.17,0.17
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.45,-0.1,0.81,-0.19,0.19
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.45,-0.1,0.81,-0.19,0.19
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.46,-0.09,0.84,-0.16,0.16
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.45,-0.1,0.81,-0.19,0.19
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.46,-0.09,0.83,-0.17,0.17
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.52,-0.03,0.95,-0.05,0.05
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.46,-0.09,0.83,-0.17,0.17
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.42,-0.13,0.77,-0.23,0.23
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.54,-0.01,0.97,-0.03,0.03
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.51,-0.04,0.93,-0.07,0.07
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.49,-0.06,0.89,-0.11,0.11
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.45,-0.1,0.81,-0.19,0.19
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.46,-0.09,0.84,-0.16,0.16
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.46,-0.09,0.84,-0.16,0.16
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.47,-0.08,0.86,-0.14,0.14
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.46,-0.09,0.83,-0.17,0.17
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.48,-0.07,0.87,-0.13,0.13
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.46,-0.09,0.83,-0.17,0.17
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.53,-0.02,0.96,-0.04,0.04
6-Prediction-RF,ho,0.55,550 MS.,TRUE,0.49,-0.06,0.89,-0.11,0.11
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.53,-0.02,0.96,-0.04,0.04
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.53,-0.02,0.96,-0.04,0.04
6-Prediction-RF,ho,0.55,550 MS.,FALSE,0.51,-0.04,0.93,-0.07,0.07
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.34,-0.21,0.63,-0.37,0.37
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.53,-0.02,0.96,-0.04,0.04
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.42,-0.13,0.77,-0.23,0.23
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.38,-0.17,0.68,-0.32,0.32
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.33,-0.22,0.6,-0.4,0.4
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.39,-0.16,0.71,-0.29,0.29
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.38,-0.17,0.7,-0.3,0.3
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.45,-0.1,0.81,-0.19,0.19
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.31,-0.24,0.57,-0.43,0.43
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.26,-0.29,0.48,-0.52,0.52
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.33,-0.22,0.6,-0.4,0.4
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.24,-0.31,0.44,-0.56,0.56
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.4,-0.15,0.73,-0.27,0.27
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.38,-0.17,0.7,-0.3,0.3
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.52,-0.03,0.95,-0.05,0.05
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.51,-0.04,0.93,-0.07,0.07
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.41,-0.14,0.74,-0.26,0.26
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.42,-0.13,0.76,-0.24,0.24
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.47,-0.08,0.86,-0.14,0.14
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.5,-0.05,0.92,-0.08,0.08
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.43,-0.12,0.79,-0.21,0.21
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.42,-0.13,0.77,-0.23,0.23
6-Prediction-RF,ia,0.55,550 MS.,TRUE,0.38,-0.17,0.68,-0.32,0.32
6-Prediction-RF,ia,0.55,550 MS.,FALSE,0.46,-0.09,0.84,-0.16,0.16
