condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,space_RT,DIFFERENCE,RATIO,ABS ERROR,Avg.underest.(percentage),LOG_RT
2-Control-FR,MEC,1.11,750-1150 MS.,,0.65,0.35,-0.46,0.58,-0.42,0.42,-1.05
2-Control-FR,MEC,0.86,750-1150 MS.,,0.62,0.46,-0.24,0.72,-0.28,0.28,-0.79
2-Control-FR,MEC,0.41,150-450 MS.,,0.35,0.75,-0.06,0.85,-0.15,0.15,-0.29
2-Control-FR,MEC,0.62,450-750 MS.,,0.56,0.47,-0.06,0.91,-0.09,0.09,-0.75
2-Control-FR,MEC,0.28,150-450 MS.,,0.39,0.65,0.11,1.4,0.4,-0.4,-0.44
2-Control-FR,MEC,0.86,750-1150 MS.,,0.54,0.49,-0.32,0.63,-0.37,0.37,-0.72
2-Control-FR,MEC,1.06,750-1150 MS.,,0.54,0.51,-0.53,0.5,-0.5,0.5,-0.68
2-Control-FR,MEC,0.73,450-750 MS.,,0.62,0.54,-0.12,0.84,-0.16,0.16,-0.62
2-Control-FR,MEC,1,750-1150 MS.,,0.62,0.38,-0.37,0.63,-0.37,0.37,-0.97
2-Control-FR,MEC,0.66,450-750 MS.,,0.66,0.57,0,1,0,0,-0.57
2-Control-FR,MEC,0.8,750-1150 MS.,,0.62,0.69,-0.19,0.77,-0.23,0.23,-0.37
2-Control-FR,MEC,1.06,750-1150 MS.,,0.67,0.52,-0.39,0.64,-0.36,0.36,-0.65
2-Control-FR,MEC,0.18,150-450 MS.,,0.36,0.70,0.18,1.95,0.95,-0.95,-0.36
2-Control-FR,MEC,0.37,150-450 MS.,,0.33,0.55,-0.05,0.88,-0.12,0.12,-0.61
2-Control-FR,MEC,0.32,150-450 MS.,,0.66,1.07,0.34,2.08,1.08,-1.08,0.07
2-Control-FR,MEC,0.33,150-450 MS.,,0.49,0.49,0.16,1.48,0.48,-0.48,-0.72
2-Control-FR,MEC,0.42,150-450 MS.,,0.45,0.49,0.03,1.07,0.07,-0.07,-0.72
2-Control-FR,MEC,0.8,750-1150 MS.,,0.53,0.55,-0.28,0.66,-0.34,0.34,-0.6
2-Control-FR,MEC,1.05,750-1150 MS.,,0.53,0.45,-0.52,0.5,-0.5,0.5,-0.79
2-Control-FR,MEC,0.48,450-750 MS.,,0.55,0.51,0.08,1.16,0.16,-0.16,-0.67
2-Control-FR,MEC,0.35,150-450 MS.,,0.57,0.63,0.21,1.6,0.6,-0.6,-0.47
2-Control-FR,MEC,0.98,750-1150 MS.,,0.78,0.39,-0.2,0.8,-0.2,0.2,-0.95
2-Control-FR,MEC,0.98,750-1150 MS.,,0.66,0.42,-0.32,0.67,-0.33,0.33,-0.87
2-Control-FR,MEC,0.82,750-1150 MS.,,0.59,0.44,-0.23,0.72,-0.28,0.28,-0.82
2-Control-FR,MEC,0.75,750-1150 MS.,,0.63,0.49,-0.12,0.84,-0.16,0.16,-0.71
2-Control-FR,MEC,0.42,150-450 MS.,,0.59,0.60,0.18,1.42,0.42,-0.42,-0.52
2-Control-FR,MEC,1.08,750-1150 MS.,,0.69,0.41,-0.4,0.63,-0.37,0.37,-0.9
2-Control-FR,MEC,0.59,450-750 MS.,,0.71,0.65,0.13,1.21,0.21,-0.21,-0.44
2-Control-FR,MEC,1.04,750-1150 MS.,,0.66,0.43,-0.38,0.63,-0.37,0.37,-0.84
2-Control-FR,MEC,1.11,750-1150 MS.,,0.64,0.45,-0.47,0.58,-0.42,0.42,-0.81
2-Control-FR,MEC,0.92,750-1150 MS.,,0.73,0.55,-0.19,0.79,-0.21,0.21,-0.59
2-Control-FR,MEC,0.51,450-750 MS.,,0.34,0.50,-0.17,0.67,-0.33,0.33,-0.69
2-Control-FR,MEC,0.73,450-750 MS.,,0.36,0.41,-0.37,0.49,-0.51,0.51,-0.89
2-Control-FR,MEC,0.35,150-450 MS.,,0.45,0.49,0.1,1.28,0.28,-0.28,-0.72
2-Control-FR,MEC,0.2,150-450 MS.,,0.46,0.63,0.25,2.23,1.23,-1.23,-0.46
2-Control-FR,MEC,1.11,750-1150 MS.,,0.57,0.42,-0.54,0.51,-0.49,0.49,-0.87
2-Control-FR,MEC,0.52,450-750 MS.,,0.39,0.73,-0.13,0.75,-0.25,0.25,-0.31
2-Control-FR,MEC,0.46,450-750 MS.,,0.30,0.76,-0.16,0.66,-0.34,0.34,-0.28
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.66,0.47,0.01,1.02,0.02,-0.02,-0.76
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.69,0.72,0.04,1.06,0.06,-0.06,-0.33
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.75,0.65,0.1,1.16,0.16,-0.16,-0.43
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.70,0.92,0.05,1.07,0.07,-0.07,-0.09
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.75,0.77,0.1,1.16,0.16,-0.16,-0.26
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.77,0.78,0.12,1.18,0.18,-0.18,-0.24
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.80,0.86,0.15,1.23,0.23,-0.23,-0.16
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.71,0.51,0.06,1.1,0.1,-0.1,-0.68
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.78,0.39,0.13,1.21,0.21,-0.21,-0.94
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.80,0.27,0.15,1.23,0.23,-0.23,-1.32
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.65,0.58,0,1,0,0,-0.54
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.66,0.63,0.01,1.02,0.02,-0.02,-0.47
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.72,0.61,0.07,1.11,0.11,-0.11,-0.49
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.77,0.73,0.12,1.18,0.18,-0.18,-0.32
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.76,0.66,0.11,1.17,0.17,-0.17,-0.42
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.74,0.77,0.09,1.13,0.13,-0.13,-0.27
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.71,0.65,0.06,1.1,0.1,-0.1,-0.44
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.73,0.67,0.08,1.12,0.12,-0.12,-0.4
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.76,0.81,0.11,1.17,0.17,-0.17,-0.21
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.79,0.82,0.14,1.22,0.22,-0.22,-0.19
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.78,0.85,0.13,1.21,0.21,-0.21,-0.16
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.80,0.86,0.15,1.23,0.23,-0.23,-0.15
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.81,0.84,0.16,1.24,0.24,-0.24,-0.17
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.82,0.82,0.17,1.27,0.27,-0.27,-0.2
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.82,0.89,0.17,1.27,0.27,-0.27,-0.11
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.86,0.91,0.21,1.33,0.33,-0.33,-0.09
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.90,0.93,0.25,1.39,0.39,-0.39,-0.07
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.82,0.81,0.17,1.27,0.27,-0.27,-0.2
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.74,0.95,0.09,1.13,0.13,-0.13,-0.06
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.70,0.77,0.05,1.08,0.08,-0.08,-0.26
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.78,0.41,0.13,1.21,0.21,-0.21,-0.88
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.79,0.68,0.14,1.22,0.22,-0.22,-0.38
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.82,1.00,0.17,1.26,0.26,-0.26,0
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.78,0.66,0.13,1.21,0.21,-0.21,-0.42
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.78,0.55,0.13,1.19,0.19,-0.19,-0.59
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.87,0.60,0.22,1.34,0.34,-0.34,-0.51
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.89,0.64,0.24,1.37,0.37,-0.37,-0.45
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.72,1.12,0.07,1.11,0.11,-0.11,0.12
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.73,0.57,0.08,1.12,0.12,-0.12,-0.55
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.74,0.96,0.09,1.14,0.14,-0.14,-0.04
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.59,0.71,-0.06,0.91,-0.09,0.09,-0.34
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,,,,,,,
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.88,0.78,0.23,1.35,0.35,-0.35,-0.24
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.78,1.45,0.13,1.19,0.19,-0.19,0.37
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.74,1.34,0.09,1.13,0.13,-0.13,0.29
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.70,1.25,0.05,1.07,0.07,-0.07,0.22
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.77,0.81,0.12,1.18,0.18,-0.18,-0.21
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.73,0.85,0.08,1.12,0.12,-0.12,-0.16
3-Prediction-FF,MEC,0.65,650 MS.,FALSE,0.84,0.65,0.19,1.29,0.29,-0.29,-0.43
3-Prediction-FF,MEC,0.65,650 MS.,TRUE,0.74,0.81,0.09,1.14,0.14,-0.14,-0.21
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.59,0.73,-0.06,0.91,-0.09,0.09,-0.31
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.58,0.58,-0.07,0.9,-0.1,0.1,-0.55
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.55,0.71,-0.1,0.85,-0.15,0.15,-0.35
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.74,0.36,0.09,1.13,0.13,-0.13,-1.02
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.53,0.52,-0.12,0.81,-0.19,0.19,-0.66
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.49,0.84,-0.16,0.75,-0.25,0.25,-0.18
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.52,0.54,-0.13,0.8,-0.2,0.2,-0.61
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.59,0.70,-0.06,0.91,-0.09,0.09,-0.36
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.63,0.51,-0.02,0.97,-0.03,0.03,-0.68
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.64,0.62,-0.01,0.98,-0.02,0.02,-0.47
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.72,0.44,0.07,1.11,0.11,-0.11,-0.83
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.63,0.57,-0.02,0.97,-0.03,0.03,-0.57
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.75,0.38,0.1,1.16,0.16,-0.16,-0.98
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.71,0.44,0.06,1.1,0.1,-0.1,-0.82
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.74,0.51,0.09,1.13,0.13,-0.13,-0.67
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.73,0.40,0.08,1.12,0.12,-0.12,-0.93
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.74,0.50,0.09,1.13,0.13,-0.13,-0.69
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.73,0.44,0.08,1.12,0.12,-0.12,-0.83
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.77,0.35,0.12,1.18,0.18,-0.18,-1.06
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.68,0.39,0.03,1.05,0.05,-0.05,-0.94
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.70,0.42,0.05,1.08,0.08,-0.08,-0.86
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.68,0.38,0.03,1.05,0.05,-0.05,-0.98
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.66,0.35,0.01,1.02,0.02,-0.02,-1.04
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.77,0.35,0.12,1.18,0.18,-0.18,-1.05
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.71,0.42,0.06,1.1,0.1,-0.1,-0.87
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.67,0.41,0.02,1.03,0.03,-0.03,-0.89
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.62,0.37,-0.03,0.96,-0.04,0.04,-0.98
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.69,0.35,0.04,1.06,0.06,-0.06,-1.05
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.64,0.44,-0.01,0.98,-0.02,0.02,-0.82
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.63,0.46,-0.02,0.97,-0.03,0.03,-0.77
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.74,0.45,0.09,1.14,0.14,-0.14,-0.81
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.69,0.44,0.04,1.06,0.06,-0.06,-0.82
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.66,0.55,0.01,1.02,0.02,-0.02,-0.6
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.65,0.56,0,1,0,0,-0.58
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.82,0.50,0.17,1.26,0.26,-0.26,-0.69
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.79,0.46,0.14,1.22,0.22,-0.22,-0.78
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.72,0.43,0.07,1.11,0.11,-0.11,-0.85
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.48,0.41,-0.17,0.74,-0.26,0.26,-0.9
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.48,0.56,-0.17,0.74,-0.26,0.26,-0.59
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.63,0.45,-0.02,0.97,-0.03,0.03,-0.81
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.62,0.46,-0.03,0.96,-0.04,0.04,-0.77
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.69,0.48,0.04,1.06,0.06,-0.06,-0.74
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.73,0.33,0.08,1.12,0.12,-0.12,-1.1
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.67,0.39,0.02,1.03,0.03,-0.03,-0.94
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.74,0.43,0.09,1.13,0.13,-0.13,-0.84
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.70,0.33,0.05,1.07,0.07,-0.07,-1.1
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.62,0.41,-0.03,0.95,-0.05,0.05,-0.89
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.69,0.36,0.04,1.06,0.06,-0.06,-1.02
4-Motor-RF,MEC,0.65,650 MS.,TRUE,0.63,0.44,-0.02,0.97,-0.03,0.03,-0.81
4-Motor-RF,MEC,0.65,650 MS.,FALSE,0.76,0.43,0.11,1.17,0.17,-0.17,-0.84
5-Control-RF,MEC,0.65,650 MS.,,0.47,0.47,-0.18,0.73,-0.27,0.27,-0.75
5-Control-RF,MEC,0.65,650 MS.,,0.58,1.16,-0.07,0.89,-0.11,0.11,0.14
5-Control-RF,MEC,0.65,650 MS.,,0.55,0.59,-0.1,0.85,-0.15,0.15,-0.53
5-Control-RF,MEC,0.65,650 MS.,,0.57,0.64,-0.08,0.87,-0.13,0.13,-0.45
5-Control-RF,MEC,0.65,650 MS.,,0.66,0.58,0.01,1.01,0.01,-0.01,-0.54
5-Control-RF,MEC,0.65,650 MS.,,0.69,0.66,0.04,1.06,0.06,-0.06,-0.41
5-Control-RF,MEC,0.65,650 MS.,,0.63,0.78,-0.02,0.97,-0.03,0.03,-0.25
5-Control-RF,MEC,0.65,650 MS.,,0.61,0.91,-0.04,0.94,-0.06,0.06,-0.09
5-Control-RF,MEC,0.65,650 MS.,,0.54,0.71,-0.11,0.82,-0.18,0.18,-0.35
5-Control-RF,MEC,0.65,650 MS.,,0.63,0.71,-0.02,0.97,-0.03,0.03,-0.34
5-Control-RF,MEC,0.65,650 MS.,,0.52,0.39,-0.13,0.8,-0.2,0.2,-0.94
5-Control-RF,MEC,0.65,650 MS.,,0.55,0.59,-0.1,0.85,-0.15,0.15,-0.53
5-Control-RF,MEC,0.65,650 MS.,,0.38,0.57,-0.27,0.58,-0.42,0.42,-0.56
5-Control-RF,MEC,0.65,650 MS.,,0.48,0.60,-0.17,0.74,-0.26,0.26,-0.52
5-Control-RF,MEC,0.65,650 MS.,,0.53,0.60,-0.12,0.81,-0.19,0.19,-0.5
5-Control-RF,MEC,0.65,650 MS.,,0.59,0.81,-0.06,0.91,-0.09,0.09,-0.21
5-Control-RF,MEC,0.65,650 MS.,,0.67,1.02,0.02,1.03,0.03,-0.03,0.02
5-Control-RF,MEC,0.65,650 MS.,,0.54,0.75,-0.11,0.84,-0.16,0.16,-0.29
5-Control-RF,MEC,0.65,650 MS.,,0.66,0.53,0.01,1.02,0.02,-0.02,-0.64
5-Control-RF,MEC,0.65,650 MS.,,0.62,0.59,-0.03,0.96,-0.04,0.04,-0.53
5-Control-RF,MEC,0.65,650 MS.,,0.58,0.51,-0.07,0.89,-0.11,0.11,-0.68
5-Control-RF,MEC,0.65,650 MS.,,0.58,0.41,-0.07,0.9,-0.1,0.1,-0.9
5-Control-RF,MEC,0.65,650 MS.,,0.53,0.44,-0.12,0.81,-0.19,0.19,-0.82
5-Control-RF,MEC,0.65,650 MS.,,0.54,0.49,-0.11,0.82,-0.18,0.18,-0.71
5-Control-RF,MEC,0.65,650 MS.,,0.56,0.59,-0.09,0.86,-0.14,0.14,-0.53
5-Control-RF,MEC,0.65,650 MS.,,0.53,0.68,-0.12,0.81,-0.19,0.19,-0.39
5-Control-RF,MEC,0.65,650 MS.,,0.58,0.52,-0.07,0.89,-0.11,0.11,-0.66
5-Control-RF,MEC,0.65,650 MS.,,0.70,0.57,0.05,1.08,0.08,-0.08,-0.56
5-Control-RF,MEC,0.65,650 MS.,,0.65,0.53,0,1,0,0,-0.63
5-Control-RF,MEC,0.65,650 MS.,,0.64,0.72,-0.01,0.98,-0.02,0.02,-0.33
5-Control-RF,MEC,0.65,650 MS.,,0.67,0.81,0.02,1.03,0.03,-0.03,-0.21
5-Control-RF,MEC,0.65,650 MS.,,0.70,0.69,0.05,1.07,0.07,-0.07,-0.37
5-Control-RF,MEC,0.65,650 MS.,,0.70,1.36,0.05,1.07,0.07,-0.07,0.31
5-Control-RF,MEC,0.65,650 MS.,,0.66,0.72,0.01,1.02,0.02,-0.02,-0.33
5-Control-RF,MEC,0.65,650 MS.,,0.69,0.66,0.04,1.06,0.06,-0.06,-0.42
5-Control-RF,MEC,0.65,650 MS.,,0.62,0.77,-0.03,0.95,-0.05,0.05,-0.26
5-Control-RF,MEC,0.65,650 MS.,,0.75,0.55,0.1,1.16,0.16,-0.16,-0.61
5-Control-RF,MEC,0.65,650 MS.,,0.74,0.69,0.09,1.14,0.14,-0.14,-0.38
5-Control-RF,MEC,0.65,650 MS.,,0.70,0.72,0.05,1.07,0.07,-0.07,-0.33
5-Control-RF,MEC,0.65,650 MS.,,0.67,0.69,0.02,1.03,0.03,-0.03,-0.37
5-Control-RF,MEC,0.65,650 MS.,,0.70,0.61,0.05,1.07,0.07,-0.07,-0.5
5-Control-RF,MEC,0.65,650 MS.,,0.67,0.62,0.02,1.03,0.03,-0.03,-0.48
5-Control-RF,MEC,0.65,650 MS.,,0.66,0.66,0.01,1.02,0.02,-0.02,-0.42
5-Control-RF,MEC,0.65,650 MS.,,0.59,0.69,-0.06,0.91,-0.09,0.09,-0.37
5-Control-RF,MEC,0.65,650 MS.,,0.64,0.71,-0.01,0.98,-0.02,0.02,-0.35
5-Control-RF,MEC,0.65,650 MS.,,0.70,0.78,0.05,1.08,0.08,-0.08,-0.24
5-Control-RF,MEC,0.65,650 MS.,,0.76,0.73,0.11,1.17,0.17,-0.17,-0.32
5-Control-RF,MEC,0.65,650 MS.,,0.73,0.57,0.08,1.12,0.12,-0.12,-0.56
5-Control-RF,MEC,0.65,650 MS.,,0.60,0.94,-0.05,0.92,-0.08,0.08,-0.06
5-Control-RF,MEC,0.65,650 MS.,,0.67,0.64,0.02,1.03,0.03,-0.03,-0.45
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.72,0.65,0.07,1.11,0.11,-0.11,-0.43
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.74,0.79,0.09,1.13,0.13,-0.13,-0.24
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.74,0.94,0.09,1.13,0.13,-0.13,-0.06
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.64,0.67,-0.01,0.98,-0.02,0.02,-0.4
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.74,0.55,0.09,1.14,0.14,-0.14,-0.6
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.78,0.64,0.13,1.21,0.21,-0.21,-0.45
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.80,0.67,0.15,1.23,0.23,-0.23,-0.39
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.78,0.74,0.13,1.21,0.21,-0.21,-0.3
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.78,0.72,0.13,1.21,0.21,-0.21,-0.33
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.79,0.68,0.14,1.22,0.22,-0.22,-0.39
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.81,0.76,0.16,1.24,0.24,-0.24,-0.28
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.68,0.77,0.03,1.05,0.05,-0.05,-0.26
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.61,0.68,-0.04,0.94,-0.06,0.06,-0.39
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.61,0.63,-0.04,0.94,-0.06,0.06,-0.46
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.78,0.51,0.13,1.21,0.21,-0.21,-0.66
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.76,0.66,0.11,1.17,0.17,-0.17,-0.42
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.82,0.72,0.17,1.26,0.26,-0.26,-0.33
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.73,0.76,0.08,1.12,0.12,-0.12,-0.28
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.74,0.78,0.09,1.13,0.13,-0.13,-0.24
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.81,0.67,0.16,1.24,0.24,-0.24,-0.4
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.86,0.99,0.21,1.33,0.33,-0.33,-0.01
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.73,0.89,0.08,1.12,0.12,-0.12,-0.11
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.74,0.97,0.09,1.13,0.13,-0.13,-0.03
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.81,0.94,0.16,1.24,0.24,-0.24,-0.07
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.81,0.92,0.16,1.24,0.24,-0.24,-0.08
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.72,0.88,0.07,1.11,0.11,-0.11,-0.13
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.72,0.64,0.07,1.11,0.11,-0.11,-0.44
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.70,1.05,0.05,1.07,0.07,-0.07,0.05
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.63,1.02,-0.02,0.97,-0.03,0.03,0.02
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.59,1.11,-0.06,0.91,-0.09,0.09,0.11
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.68,0.67,0.03,1.05,0.05,-0.05,-0.41
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.70,1.03,0.05,1.08,0.08,-0.08,0.03
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.76,0.86,0.11,1.17,0.17,-0.17,-0.16
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.70,0.84,0.05,1.07,0.07,-0.07,-0.17
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.74,0.93,0.09,1.13,0.13,-0.13,-0.07
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.70,0.95,0.05,1.07,0.07,-0.07,-0.05
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.69,1.07,0.04,1.06,0.06,-0.06,0.07
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.68,1.08,0.03,1.05,0.05,-0.05,0.07
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.75,0.74,0.1,1.16,0.16,-0.16,-0.3
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.78,0.64,0.13,1.21,0.21,-0.21,-0.45
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.67,0.99,0.02,1.03,0.03,-0.03,-0.01
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.67,0.66,0.02,1.03,0.03,-0.03,-0.42
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.78,0.77,0.13,1.19,0.19,-0.19,-0.26
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.86,0.91,0.21,1.32,0.32,-0.32,-0.09
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.70,0.66,0.05,1.07,0.07,-0.07,-0.41
6-Prediction-RF,MEC,0.65,650 MS.,TRUE,0.74,1.02,0.09,1.13,0.13,-0.13,0.02
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.64,0.91,-0.01,0.98,-0.02,0.02,-0.1
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.67,0.81,0.02,1.03,0.03,-0.03,-0.21
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.74,0.88,0.09,1.13,0.13,-0.13,-0.13
6-Prediction-RF,MEC,0.65,650 MS.,FALSE,0.64,0.87,-0.01,0.98,-0.02,0.02,-0.14
7-Control- FF,MEC,0.65,650 MS.,,0.58,0.74,-0.07,0.89,-0.11,0.11,-0.3
7-Control- FF,MEC,0.65,650 MS.,,0.51,0.50,-0.14,0.79,-0.21,0.21,-0.69
7-Control- FF,MEC,0.65,650 MS.,,0.59,0.57,-0.06,0.91,-0.09,0.09,-0.57
7-Control- FF,MEC,0.65,650 MS.,,0.61,0.63,-0.04,0.94,-0.06,0.06,-0.46
7-Control- FF,MEC,0.65,650 MS.,,0.54,0.55,-0.11,0.82,-0.18,0.18,-0.61
7-Control- FF,MEC,0.65,650 MS.,,0.55,0.56,-0.1,0.85,-0.15,0.15,-0.58
